"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1990573","BP","GO:1990573","potassium ion import across plasma membrane","5/127","26/10313",1.39891141530269e-05,0.0261176761237011,0.0247386439758791,"ATP1A1/KCNJ1/SLC12A3/WNK4/ATP1B1",5
"GO:0044282","BP","GO:0044282","small molecule catabolic process","14/127","355/10313",0.000115605411894679,0.107917652003683,0.102219522096348,"ACOX2/ABAT/AMT/GLYCTK/PLIN5/CYP27B1/ACOX1/ALDH4A1/PAH/ALDH2/TST/PCK1/AMDHD1/PKLR",14
"GO:0098660","BP","GO:0098660","inorganic ion transmembrane transport","15/127","438/10313",0.000307498642229928,0.119164205482508,0.112872249435127,"ATP1A1/CLCNKA/SLC15A2/HSPA2/KCNJ1/SLC12A3/MCUR1/CLCNKB/WNK4/CNNM2/BSND/RGN/ANXA9/ATP1B1/FXYD4",15
"GO:0016054","BP","GO:0016054","organic acid catabolic process","10/127","223/10313",0.000420424855415918,0.119164205482508,0.112872249435127,"ACOX2/ABAT/AMT/PLIN5/ACOX1/ALDH4A1/PAH/TST/PCK1/AMDHD1",10
"GO:0006821","BP","GO:0006821","chloride transport","5/127","52/10313",0.000427936155126194,0.119164205482508,0.112872249435127,"CLCNKA/SLC12A3/CLCNKB/WNK4/BSND",5
"GO:0055119","BP","GO:0055119","relaxation of cardiac muscle","3/127","13/10313",0.000476610665448488,0.119164205482508,0.112872249435127,"ATP1A1/ATP1B1/CHGA",3
"GO:0098659","BP","GO:0098659","inorganic cation import across plasma membrane","5/127","54/10313",0.000510612556968432,0.119164205482508,0.112872249435127,"ATP1A1/KCNJ1/SLC12A3/WNK4/ATP1B1",5
"GO:0099587","BP","GO:0099587","inorganic ion import across plasma membrane","5/127","54/10313",0.000510612556968432,0.119164205482508,0.112872249435127,"ATP1A1/KCNJ1/SLC12A3/WNK4/ATP1B1",5
"GO:0071805","BP","GO:0071805","potassium ion transmembrane transport","6/127","84/10313",0.000574634015623561,0.11920463412991,0.11291054342077,"ATP1A1/KCNJ1/SLC12A3/WNK4/ATP1B1/FXYD4",6
"GO:0007588","BP","GO:0007588","excretion","4/127","33/10313",0.00068064650015932,0.120739660931375,0.114364519699326,"CLCNKA/KCNJ1/CLCNKB/GRHPR",4
"GO:0002028","BP","GO:0002028","regulation of sodium ion transport","5/127","58/10313",0.000711374542177357,0.120739660931375,0.114364519699326,"ATP1A1/WNK4/ATP1B1/FXYD4/CNTN1",5
"GO:0032411","BP","GO:0032411","positive regulation of transporter activity","5/127","61/10313",0.000896865381646254,0.133011598463053,0.125988490072974,"HSPA2/WNK4/SGK2/RGN/ATP1B1",5
