ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0007389,pattern specification process,22/299,288/12848,1.029589032016453e-6,0.0010263400106172798,9.112584075961202e-4,FGF10/BMP7/HOXB6/HOXB3/HOXA7/PAX8/HOXD10/FOXJ1/GATA5/TBX3/EMX1/LMX1B/DRC1/SIM2/VANGL2/TDRD5/HHIP/GDNF/IRX1/SOSTDC1/HOXD8/WT1,22
BP,GO:0007268,chemical synaptic transmission,29/299,466/12848,1.4083098869194841e-6,0.0010263400106172798,9.112584075961202e-4,TAC1/SYT1/RIMS4/NTSR1/SLC6A2/GABRA4/SYT10/KCNA1/SLC5A7/KCNC4/GRIA2/SYT6/HCRTR2/CNTN4/DRD2/SCN2B/TMEM25/GABRA2/HOMER1/GRM1/NTNG1/GABRB1/GRIK2/CHRM1/GDNF/NSG1/DRD5/BCR/DCC,29
BP,GO:0098916,anterograde trans-synaptic signaling,29/299,466/12848,1.4083098869194841e-6,0.0010263400106172798,9.112584075961202e-4,TAC1/SYT1/RIMS4/NTSR1/SLC6A2/GABRA4/SYT10/KCNA1/SLC5A7/KCNC4/GRIA2/SYT6/HCRTR2/CNTN4/DRD2/SCN2B/TMEM25/GABRA2/HOMER1/GRM1/NTNG1/GABRB1/GRIK2/CHRM1/GDNF/NSG1/DRD5/BCR/DCC,29
BP,GO:0048562,embryonic organ morphogenesis,17/299,188/12848,1.852758445856532e-6,0.0010263400106172798,9.112584075961202e-4,FGF10/GRHL2/BMP7/GATA3/HOXB6/TCF21/HOXB3/RDH10/HOXA7/PAX8/HOXD10/TBX3/VANGL2/GATA2/ALX1/HMX2/POU3F4,17
BP,GO:0099537,trans-synaptic signaling,29/299,473/12848,1.8992901235686827e-6,0.0010263400106172798,9.112584075961202e-4,TAC1/SYT1/RIMS4/NTSR1/SLC6A2/GABRA4/SYT10/KCNA1/SLC5A7/KCNC4/GRIA2/SYT6/HCRTR2/CNTN4/DRD2/SCN2B/TMEM25/GABRA2/HOMER1/GRM1/NTNG1/GABRB1/GRIK2/CHRM1/GDNF/NSG1/DRD5/BCR/DCC,29
BP,GO:0060078,regulation of postsynaptic membrane potential,11/299,80/12848,2.267841805001306e-6,0.0010263400106172798,9.112584075961202e-4,ADRB1/NTSR1/GABRA4/KCNA1/DRD2/TMEM25/GABRA2/GRM1/GABRB1/GRIK2/CHRM1,11
BP,GO:0001656,metanephros development,10/299,65/12848,2.313810007832837e-6,0.0010263400106172798,9.112584075961202e-4,FGF10/BMP7/GATA3/TCF21/RDH10/PAX8/FOXJ1/GDNF/IRX1/WT1,10
BP,GO:0060993,kidney morphogenesis,10/299,66/12848,2.6715485390345536e-6,0.0010368947767127861,9.206296873330915e-4,FGF10/BMP7/GATA3/TCF21/PAX8/FOXJ1/KLHL3/GDNF/IRX1/WT1,10
BP,GO:0099536,synaptic signaling,29/299,488/12848,3.524758003819632e-6,0.001216041511317773,0.0010796890306436979,TAC1/SYT1/RIMS4/NTSR1/SLC6A2/GABRA4/SYT10/KCNA1/SLC5A7/KCNC4/GRIA2/SYT6/HCRTR2/CNTN4/DRD2/SCN2B/TMEM25/GABRA2/HOMER1/GRM1/NTNG1/GABRB1/GRIK2/CHRM1/GDNF/NSG1/DRD5/BCR/DCC,29
BP,GO:0003002,regionalization,18/299,222/12848,4.39978794860809e-6,0.0013661341580428119,0.0012129520670952198,FGF10/HOXB6/HOXB3/HOXA7/PAX8/HOXD10/FOXJ1/GATA5/TBX3/EMX1/LMX1B/TDRD5/HHIP/GDNF/IRX1/SOSTDC1/HOXD8/WT1,18
BP,GO:0042391,regulation of membrane potential,21/299,295/12848,5.555083854476041e-6,0.001568048669831646,0.0013922262789351914,TAC1/ADRB1/NEDD4L/KCNN2/RIMS4/NTSR1/GABRA4/KCNA1/ATP1B2/HCN4/DRD2/SCN2B/TMEM25/GABRA2/GRM1/GABRB1/CLDN19/GRIK2/CHRM1/JUP/UCN3,21
BP,GO:0015872,dopamine transport,7/299,32/12848,7.037449519146815e-6,0.0018209400630792383,0.001616761429003992,SYT1/SLC6A2/SYT10/SYT6/DRD2/GDNF/SYT3,7
BP,GO:0051952,regulation of amine transport,9/299,61/12848,1.0642146900192115e-5,0.0022608248013024903,0.0020073227068772683,SYT1/NTSR1/SYT10/SYT6/SLC43A1/DRD2/GDNF/ADRA2C/SYT3,9
BP,GO:0014046,dopamine secretion,6/299,23/12848,1.0921858943490291e-5,0.0022608248013024903,0.0020073227068772683,SYT1/SYT10/SYT6/DRD2/GDNF/SYT3,6
BP,GO:0014059,regulation of dopamine secretion,6/299,23/12848,1.0921858943490291e-5,0.0022608248013024903,0.0020073227068772683,SYT1/SYT10/SYT6/DRD2/GDNF/SYT3,6
BP,GO:0051937,catecholamine transport,8/299,48/12848,1.3158748340660312e-5,0.002553619599859392,0.002267286967380879,SYT1/SLC6A2/SYT10/SYT6/DRD2/GDNF/ADRA2C/SYT3,8
BP,GO:0072028,nephron morphogenesis,8/299,50/12848,1.7981256790147624e-5,0.003284223666671081,0.002915969754389884,BMP7/GATA3/TCF21/PAX8/KLHL3/GDNF/IRX1/WT1,8
BP,GO:0050433,regulation of catecholamine secretion,7/299,37/12848,1.948252548463837e-5,0.0033607356461001193,0.0029839025873840876,SYT1/SYT10/SYT6/DRD2/GDNF/ADRA2C/SYT3,7
BP,GO:0015837,amine transport,9/299,67/12848,2.32221599132426e-5,0.003461409304095944,0.0030732878947121885,SYT1/NTSR1/SYT10/SYT6/SLC43A1/DRD2/GDNF/ADRA2C/SYT3,9
BP,GO:0016338,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,5/299,16/12848,2.335702464214652e-5,0.003461409304095944,0.0030732878947121885,CLDN16/CLDN8/CLDN14/CLDN19/CLDN9,5
BP,GO:0050432,catecholamine secretion,7/299,38/12848,2.3410497708861457e-5,0.003461409304095944,0.0030732878947121885,SYT1/SYT10/SYT6/DRD2/GDNF/ADRA2C/SYT3,7
BP,GO:0015844,monoamine transport,8/299,56/12848,4.215510023546068e-5,0.005949617555959336,0.005282497967304858,SYT1/SLC6A2/SYT10/SYT6/DRD2/GDNF/ADRA2C/SYT3,8
BP,GO:0007218,neuropeptide signaling pathway,8/299,57/12848,4.805965479989388e-5,0.006222682688055294,0.005524944812277928,TAC1/NTSR1/CALCA/HCRTR2/SSTR1/NXPH2/ECEL1/SSTR2,8
BP,GO:0007351,tripartite regional subdivision,4/299,10/12848,5.4047899726905425e-5,0.006222682688055294,0.005524944812277928,TBX3/TDRD5/HOXD8/WT1,4
BP,GO:0008595,"anterior/posterior axis specification, embryo",4/299,10/12848,5.4047899726905425e-5,0.006222682688055294,0.005524944812277928,TBX3/TDRD5/HOXD8/WT1,4
BP,GO:0060572,morphogenesis of an epithelial bud,4/299,10/12848,5.4047899726905425e-5,0.006222682688055294,0.005524944812277928,FGF10/BMP7/RDH10/SOSTDC1,4
BP,GO:0048645,animal organ formation,7/299,43/12848,5.411028424395908e-5,0.006222682688055294,0.005524944812277928,FGF10/BMP7/RDH10/PAX8/GATA5/GDNF/WT1,7
BP,GO:0048568,embryonic organ development,19/299,294/12848,5.9160735954189507e-5,0.006560503040634229,0.0058248859948880575,KITLG/FGF10/GRHL2/BMP7/GATA3/HOXB6/TCF21/HOXB3/RDH10/HOXA7/PAX8/HOXD10/TBX3/VANGL2/GDNF/GATA2/ALX1/HMX2/POU3F4,19
BP,GO:0035270,endocrine system development,9/299,77/12848,7.149970556275242e-5,0.00765539950939125,0.00679701375204532,FGF10/GATA3/APOA1/HOXB3/PAX8/NKX6-2/DRD2/GATA2/WT1,9
BP,GO:0003156,regulation of animal organ formation,5/299,20/12848,7.679474259052546e-5,0.007948255858119384,0.007057032661213551,FGF10/BMP7/GATA5/GDNF/WT1,5
BP,GO:0007215,glutamate receptor signaling pathway,6/299,32/12848,8.219107842096483e-5,0.008212677718025765,0.00729180538808695,GRIA2/SSTR1/HOMER1/GRM1/GRIK2/FRRS1L,6
BP,GO:0072078,nephron tubule morphogenesis,7/299,46/12848,8.467169892276129e-5,0.008212677718025765,0.00729180538808695,GATA3/TCF21/PAX8/KLHL3/GDNF/IRX1/WT1,7
BP,GO:0048705,skeletal system morphogenesis,13/299,159/12848,8.728449748626417e-5,0.008212677718025765,0.00729180538808695,LTF/FGFR3/GRHL2/BMP7/HOXB6/HOXB3/RDH10/HOXA7/HOXD10/HHIP/HOXD8/ALX1/TSKU,13
BP,GO:0009880,embryonic pattern specification,7/299,47/12848,9.753113141702243e-5,0.008856186391285138,0.007863158626587263,FGF10/BMP7/TBX3/SIM2/TDRD5/HOXD8/WT1,7
BP,GO:0070830,bicellular tight junction assembly,8/299,63/12848,9.982818798550076e-5,0.008856186391285138,0.007863158626587263,GRHL2/CLDN16/MARVELD2/CLDN8/CLDN14/CLDN19/OCLN/CLDN9,8
BP,GO:0120192,tight junction assembly,8/299,64/12848,1.1181802968914114e-4,0.009393562578252329,0.008340279817761793,GRHL2/CLDN16/MARVELD2/CLDN8/CLDN14/CLDN19/OCLN/CLDN9,8
BP,GO:0072088,nephron epithelium morphogenesis,7/299,48/12848,1.1193617243005996e-4,0.009393562578252329,0.008340279817761793,GATA3/TCF21/PAX8/KLHL3/GDNF/IRX1/WT1,7
BP,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,15/299,210/12848,1.1869694853306762e-4,0.009530917885901654,0.008462233729358906,CDH10/PCDH11X/CLDN16/APOA1/LRFN3/GATA5/NECTIN4/CNTN4/PCDH15/CLDN8/CLDN14/NTNG1/CLDN19/PCDHB1/CLDN9,15
BP,GO:0007350,blastoderm segmentation,4/299,12/12848,1.2278155086507768e-4,0.009530917885901654,0.008462233729358906,TBX3/TDRD5/HOXD8/WT1,4
BP,GO:0072079,nephron tubule formation,4/299,12/12848,1.2278155086507768e-4,0.009530917885901654,0.008462233729358906,GATA3/PAX8/GDNF/IRX1,4
BP,GO:0001508,action potential,10/299,102/12848,1.290201234996425e-4,0.00977091423088756,0.008675319729026026,TAC1/NEDD4L/KCNN2/NTSR1/KCNA1/HCN4/SCN2B/CLDN19/GRIK2/JUP,10
BP,GO:0048704,embryonic skeletal system morphogenesis,8/299,66/12848,1.3938184850587412e-4,0.010249184747548821,0.009099962659150898,GRHL2/BMP7/HOXB6/HOXB3/RDH10/HOXA7/HOXD10/ALX1,8
BP,GO:0061333,renal tubule morphogenesis,7/299,50/12848,1.4593737267034785e-4,0.010249184747548821,0.009099962659150898,GATA3/TCF21/PAX8/KLHL3/GDNF/IRX1/WT1,7
BP,GO:0046661,male sex differentiation,10/299,104/12848,1.5176737752956506e-4,0.010249184747548821,0.009099962659150898,KITLG/FGF10/COL9A3/BIK/REC8/GATA3/TCF21/TBX3/WT1/SRD5A2,10
BP,GO:0001823,mesonephros development,8/299,67/12848,1.5513231475572226e-4,0.010249184747548821,0.009099962659150898,FGF10/BMP7/GATA3/TCF21/PAX8/FOXJ1/GDNF/WT1,8
BP,GO:0120193,tight junction organization,8/299,67/12848,1.5513231475572226e-4,0.010249184747548821,0.009099962659150898,GRHL2/CLDN16/MARVELD2/CLDN8/CLDN14/CLDN19/OCLN/CLDN9,8
BP,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,9/299,85/12848,1.551406386907551e-4,0.010249184747548821,0.009099962659150898,ADRB1/CALCA/MRAP2/DRD2/GPHA2/GPR26/DRD5/UCN3/ADRA2C,9
BP,GO:0044057,regulation of system process,22/299,400/12848,1.7052127969183908e-4,0.010919454148315192,0.009695075994385112,TAC1/ADRB1/FGF10/KCNN2/NTSR1/CALCA/KCNA1/TNNC1/APOA1/ATP1B2/GATA5/HCN4/DRD2/SCN2B/TMEM25/HOMER1/GRM1/TACR3/JUP/SSTR2/ADRA2C/NCMAP,22
