Comparison	Regulation_Grouping_2	Pathway	 fGSEA NES	 fGSEA padj	 fGSEA pval 	 fGSEA size
Stage IV-Stage I	TPDE	REACTOME_GPCR_DOWNSTREAM_SIGNALING	-1.6562434604829948	0.16975893824485375	0.010287393860222076	8
Stage IV-Stage I	TPDE	REACTOME_SIGNALING_BY_GPCR	-1.6562434604829948	0.16975893824485375	0.010287393860222076	8
Stage IV-Stage I	TPDE	REACTOME_GPCR_LIGAND_BINDING	-1.6370423306540909	0.16975893824485375	0.004031551270815075	4
Stage IV-Stage I	TPDE	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	-1.6262852112614181	0.16975893824485375	0.007970888927395598	5
Stage IV-Stage I	TPDE	HALLMARK_KRAS_SIGNALING_UP	-1.5458635828701182	0.3930311505109669	0.03245211334494222	10
Stage IV-Stage I	TPDE	HALLMARK_APICAL_JUNCTION	-1.4652000686389341	0.5713273834820797	0.05627922511690047	7
Stage IV-Stage I	TPDE	REACTOME_SIGNALLING_BY_NGF	-1.3323178856524842	0.8397879071947504	0.12632126147981285	5
Stage IV-Stage I	TPDE	REACTOME_TOLL_RECEPTOR_CASCADES	-1.3247652220380737	0.8397879071947504	0.11270815074496054	4
Stage IV-Stage I	TPDE	KEGG_ENDOCYTOSIS	-1.2278583726248928	0.971619156524817	0.22323232323232325	6
Stage IV-Stage I	TPDE	KEGG_CELL_ADHESION_MOLECULES_CAMS	-1.1514669714299055	0.971619156524817	0.2961848978945702	10
Stage IV-Stage I	TPDE	REACTOME_INNATE_IMMUNE_SYSTEM	-1.069843948810503	0.971619156524817	0.3832012678288431	11
Stage IV-Stage I	TPDE	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	-1.0537734303265969	0.971619156524817	0.4070707070707071	6
Stage IV-Stage I	TPDE	BIOCARTA_MONOCYTE_PATHWAY	-1.0527946622761917	0.971619156524817	0.4333041191936897	4
Stage IV-Stage I	TPDE	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-1.0495194835971018	0.971619156524817	0.438387379491674	4
Stage IV-Stage I	TPDE	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	-1.0260190299612788	0.971619156524817	0.455380350025992	5
Stage IV-Stage I	TPDE	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	-1.0194082632176398	0.971619156524817	0.4487889821117619	10
Stage IV-Stage I	TPDE	REACTOME_PD1_SIGNALING	-1.006388545915029	0.971619156524817	0.4997370727432077	4
Stage IV-Stage I	TPDE	HALLMARK_ADIPOGENESIS	-0.9672120507283006	0.971619156524817	0.5297175532836597	5
Stage IV-Stage I	TPDE	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	-0.9626068289197006	0.971619156524817	0.5215430861723447	7
Stage IV-Stage I	TPDE	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	-0.9583852358720422	0.971619156524817	0.5654688869412796	4
Stage IV-Stage I	TPDE	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	-0.948762390409318	0.971619156524817	0.5383502170767004	9
Stage IV-Stage I	TPDE	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	-0.9462887287923144	0.971619156524817	0.5415661681942434	9
