Comparison	Regulation_Grouping_2	Pathway	 fGSEA NES	 fGSEA padj	 fGSEA pval 	 fGSEA size
old-young	TMDS	Glycerophospholipid Metabolism	-1.5732683036428272	0.3165368054131639	0.04154901169826543	5
old-young	TMDS	Galactose metabolism	-1.3437294933848638	0.5556351480420247	0.12822349570200572	4
old-young	TMDS	Arginine and Proline Metabolism	-1.2886847725214021	0.5580443828016642	0.1570864414216762	6
old-young	TMDS	Sphingolipid Metabolism	-1.159733338689011	0.5580443828016642	0.25250716332378226	4
old-young	TMDS	Keratan sulfate degradation	-1.159733338689011	0.5580443828016642	0.25250716332378226	4
old-young	TMDS	Glycolysis and Gluconeogenesis	-1.016981632905923	0.7210568777732956	0.4172882843352347	6
old-young	TMDS	ROS Detoxification	-0.9940739229357296	0.7210568777732956	0.4437273093989512	5
old-young	TMDS	Lysine Metabolism	-0.8963695460225127	0.7809126810004388	0.5913674868898751	5
old-young	TMDS	Xenobiotics Metabolism	-0.8875358494526329	0.7809126810004388	0.6007020623080298	6
old-young	TMDS	Eicosanoid Metabolism	-0.8424134717198659	0.7925355595699528	0.6729942693409742	4
old-young	TMDS	Histidine Metabolism	-0.8288352756010616	0.7925355595699528	0.7010891488503429	5
old-young	TMDS	Carnitine shuttle	0.7726275249502375	0.8	0.7926971384177133	6
old-young	TMDS	Fructose and Mannose Metabolism	0.7729497136534369	0.8	0.8	4
old-young	TMDS	Fatty Acids Oxidation, peroxisomal	0.7974066282866178	0.8	0.7639518321895636	6
old-young	TMDS	Bile Acid Biosynthesis	0.8877032658313841	0.7879835172138775	0.6364482254419781	5
old-young	TMDS	Tryptophan metabolism	0.9203553254857234	0.7809126810004388	0.5896283701724556	9
old-young	TMDS	Tyrosine metabolism	1.0055674562082373	0.724259719915583	0.4735544322524966	8
old-young	TMDS	Fatty Acid Metabolism	1.0953241930598705	0.6572400152677054	0.35389846975953365	9
old-young	TMDS	Transport, Lysosomal	1.1163843967239169	0.6529976019184652	0.3264988009592326	10
old-young	TMDS	Glutathione Metabolism	1.166465938069419	0.5580443828016642	0.2575589459084605	4
old-young	TMDS	Fatty Acids Oxidation, mitochondrial	1.1821526897294916	0.5580443828016642	0.254068496478018	9
old-young	TMDS	Glycine, Serine and Threonine Metabolism	1.2437418008053007	0.5580443828016642	0.1878140703517588	7
old-young	TMDS	Valine, Leucine and Isoleucine Metabolism	1.3697623673097143	0.4840340278633954	0.0930834668968068	8
old-young	TMDS	Oxidative Phosphorylation	1.382648697656045	0.3165368054131639	0.04869797006356367	50
old-young	TMDS	Glutamate metabolism	1.519474688725989	0.3165368054131639	0.026718064601887543	5
old-young	TMDS	Citric Acid Cycle	1.9550281304495583	0.005665105131277918	0.00021788865889530449	22
old-young	TPDS&TMDE	Chondroitin and Heparan sulfate biosynthesis	-0.8912749980137809	0.8051766451686548	0.6262485017978426	4
old-young	TPDS&TMDE	Transport, Extracellular	-0.5986191282565171	0.9418534221683827	0.9418534221683827	9
old-young	TPDS&TMDE	Steroid Metabolism	0.8003870994043308	0.8093216080402009	0.7193969849246231	6
old-young	TPDS&TMDE	Glycolysis and Gluconeogenesis	1.0041764866576899	0.7274819855884708	0.4849879903923138	4
old-young	TPDS&TMDE	Tyrosine metabolism	1.0642286461301151	0.6901960784313725	0.38344226579520696	9
