Comparison	Regulation_Grouping_2	Pathway	 fGSEA NES	 fGSEA padj	 fGSEA pval 	 fGSEA size
PBRM1-BAP1	TPDE	REACTOME_IMMUNE_SYSTEM	-2.5117479977941697	0.007103290974258717	0.00019829466587348798	40
PBRM1-BAP1	TPDE	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	-2.3720350092615754	0.007103290974258717	0.00019561815336463224	22
PBRM1-BAP1	TPDE	HALLMARK_INTERFERON_GAMMA_RESPONSE	-2.1833568217720263	0.007103290974258717	0.00019619383951343929	25
PBRM1-BAP1	TPDE	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	-2.1407716953999842	0.007103290974258717	0.00038933229511387967	14
PBRM1-BAP1	TPDE	REACTOME_INTERFERON_SIGNALING	-2.06584420842691	0.007103290974258717	0.00039100684261974585	11
PBRM1-BAP1	TPDE	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-2.0494317958913006	0.007103290974258717	0.0003878975950349108	8
PBRM1-BAP1	TPDE	HALLMARK_INTERFERON_ALPHA_RESPONSE	-1.9876490415107884	0.009156073248585988	0.0005880047040376323	15
PBRM1-BAP1	TPDE	HALLMARK_ALLOGRAFT_REJECTION	-1.8945416932608343	0.028637110016420362	0.002364532019704433	18
PBRM1-BAP1	TPDE	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	-1.8430138342866131	0.036318041526374856	0.003665123456790123	9
PBRM1-BAP1	TPDE	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	-1.8091360309077364	0.028637110016420362	0.0023410066328521267	6
PBRM1-BAP1	TPDE	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	-1.7302309496921917	0.0321977156360772	0.002953918865695156	5
PBRM1-BAP1	TPDE	KEGG_LEISHMANIA_INFECTION	-1.7266559803371937	0.07508123568080742	0.00895464278761923	7
PBRM1-BAP1	TPDE	KEGG_CELL_ADHESION_MOLECULES_CAMS	-1.6556388866381269	0.11869029907066002	0.01960023287405395	10
PBRM1-BAP1	TPDE	REACTOME_INTERFERON_GAMMA_SIGNALING	-1.6520493134344338	0.07708252048380804	0.010924697619976591	6
PBRM1-BAP1	TPDE	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-1.6514328264580462	0.03874991920367138	0.0042660461508629045	4
PBRM1-BAP1	TPDE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	-1.6474864291367786	0.07708252048380804	0.011314865392118609	6
PBRM1-BAP1	TPDE	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	-1.6345022554163529	0.07708252048380804	0.010240252067743205	5
PBRM1-BAP1	TPDE	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	-1.5960298000558182	0.12086986878041768	0.021069059695669138	6
PBRM1-BAP1	TPDE	KEGG_CHEMOKINE_SIGNALING_PATHWAY	-1.5808056710467324	0.14044699055405693	0.02705859451041464	7
PBRM1-BAP1	TPDE	KEGG_LONG_TERM_DEPRESSION	-1.5763676979826806	0.08827521700943321	0.013767694395966649	4
PBRM1-BAP1	TPDE	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-1.5388351337449977	0.12259065348070584	0.022493697886368045	4
PBRM1-BAP1	TPDE	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	-1.524730835993782	0.21126355257255547	0.044578547790539234	7
PBRM1-BAP1	TPDE	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	-1.508581630549725	0.1546794295485395	0.031219701376769438	4
PBRM1-BAP1	TPDE	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	-1.4783498646799893	0.2660144601361616	0.06790123456790123	9
PBRM1-BAP1	TPDE	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	-1.4609354190728896	0.2592989365892084	0.05947223316266247	5
PBRM1-BAP1	TPDE	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	-1.4552280495759562	0.2758419310881838	0.07591979754720654	7
PBRM1-BAP1	TPDE	REACTOME_HIV_INFECTION	-1.4552280495759562	0.2758419310881838	0.07591979754720654	7
PBRM1-BAP1	TPDE	REACTOME_HEMOSTASIS	-1.4498237303532957	0.2660144601361616	0.06722853782830263	15
PBRM1-BAP1	TPDE	KEGG_CALCIUM_SIGNALING_PATHWAY	-1.4414017246622242	0.2660144601361616	0.06833398975974793	5
PBRM1-BAP1	TPDE	HALLMARK_APOPTOSIS	-1.3519173629174612	0.4201964505233509	0.12721543914927136	5
PBRM1-BAP1	TPDE	REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	-1.2915808497702277	0.5027362616861176	0.17526585269791256	5
PBRM1-BAP1	TPDE	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	-1.2914551288134182	0.4962315313567012	0.1684455656898894	10
PBRM1-BAP1	TPDE	HALLMARK_IL6_JAK_STAT3_SIGNALING	-1.267655085362917	0.5163300922463226	0.1947617172115006	5
PBRM1-BAP1	TPDE	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	-1.2518972841454177	0.5163300922463226	0.19895287958115185	4
PBRM1-BAP1	TPDE	REACTOME_SIGNALING_BY_PDGF	-1.2479864437890176	0.5358564182598516	0.22122512680452594	6
PBRM1-BAP1	TPDE	REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	-1.2214942125604686	0.5682034757889975	0.24044899566758565	5
PBRM1-BAP1	TPDE	REACTOME_TCR_SIGNALING	-1.1935355427583154	0.5682034757889975	0.2625557494667442	4
PBRM1-BAP1	TPDE	REACTOME_DOWNSTREAM_TCR_SIGNALING	-1.1935355427583154	0.5682034757889975	0.2625557494667442	4
PBRM1-BAP1	TPDE	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	-1.1935355427583154	0.5682034757889975	0.2625557494667442	4
PBRM1-BAP1	TPDE	KEGG_ENDOCYTOSIS	-1.1421629861774307	0.612556557214339	0.3203277409285993	6
PBRM1-BAP1	TPDE	REACTOME_CELL_CYCLE_CHECKPOINTS	-1.1286792121902152	0.6217052754525988	0.33910988578180384	5
PBRM1-BAP1	TPDE	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	-1.115608544367077	0.6217052754525988	0.3422230874051003	7
PBRM1-BAP1	TPDE	REACTOME_SIGNALING_BY_SCF_KIT	-1.1025990732590578	0.6581880746133815	0.3692069032383168	4
PBRM1-BAP1	TPDE	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	-1.1010227293012649	0.6217052754525988	0.34162808641975306	9
PBRM1-BAP1	TPDE	KEGG_GAP_JUNCTION	-1.0847629009563904	0.6640056085082263	0.3885387948011028	5
PBRM1-BAP1	TPDE	REACTOME_PD1_SIGNALING	-1.0830570144424014	0.6640056085082263	0.3955788248981966	4
PBRM1-BAP1	TPDE	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	-1.0826363583826628	0.6640056085082263	0.3959666472755478	4
PBRM1-BAP1	TPDE	REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	-0.9864907955174486	0.7960316753719532	0.5132829164242777	4
PBRM1-BAP1	TPDE	REACTOME_INNATE_IMMUNE_SYSTEM	-0.9774411704037178	0.7814994183057817	0.4891495601173021	11
PBRM1-BAP1	TPDE	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.9509181905670596	0.7960316753719532	0.5557494667442311	4
PBRM1-BAP1	TPDE	HALLMARK_XENOBIOTIC_METABOLISM	-0.9447552942897556	0.7960316753719532	0.564281559045957	4
PBRM1-BAP1	TPDE	REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	-0.9279680650609391	0.8013307155322863	0.5881326352530541	4
PBRM1-BAP1	TPDE	REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	-0.9279680650609391	0.8013307155322863	0.5881326352530541	4
PBRM1-BAP1	TPDE	HALLMARK_P53_PATHWAY	-0.913857258225683	0.7960316753719532	0.5672571539809227	7
PBRM1-BAP1	TPDE	HALLMARK_E2F_TARGETS	-0.9100398881891962	0.7960316753719532	0.5696373456790124	9
PBRM1-BAP1	TPDE	HALLMARK_INFLAMMATORY_RESPONSE	-0.8867029339742528	0.8120724126821688	0.6109168609168609	13
PBRM1-BAP1	TPDE	REACTOME_M_G1_TRANSITION	-0.8695282386270632	0.8222135518272857	0.6530928834593756	4
PBRM1-BAP1	TPDE	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	-0.8658906862595326	0.818958367119987	0.6386372587632926	5
PBRM1-BAP1	TPDE	REACTOME_MITOTIC_M_M_G1_PHASES	-0.8443651848818009	0.8222135518272857	0.6562621927428794	6
PBRM1-BAP1	TPDE	HALLMARK_COMPLEMENT	-0.8212976643401577	0.8626488954761932	0.7043646944713872	12
PBRM1-BAP1	TPDE	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.7841890152297997	0.8918614235841739	0.7549000582185135	10
PBRM1-BAP1	TPDE	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.7695229207321036	0.8918614235841739	0.7700213302307544	4
PBRM1-BAP1	TPDE	BIOCARTA_MONOCYTE_PATHWAY	-0.7633010388206296	0.8918614235841739	0.7773899554004267	4
PBRM1-BAP1	TPDE	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	-0.7613819922557025	0.8918614235841739	0.7791351560985069	4
PBRM1-BAP1	TPDE	REACTOME_SIGNALLING_BY_NGF	-0.7496868482264802	0.8918614235841739	0.7804253643166601	5
PBRM1-BAP1	TPDE	REACTOME_GPCR_DOWNSTREAM_SIGNALING	-0.7456938959773525	0.8918614235841739	0.7854926299456944	8
PBRM1-BAP1	TPDE	REACTOME_SIGNALING_BY_GPCR	-0.7456938959773525	0.8918614235841739	0.7854926299456944	8
PBRM1-BAP1	TPDE	REACTOME_CELL_CYCLE	-0.7124199986777225	0.9127018572825024	0.8373411534701857	11
PBRM1-BAP1	TPDE	REACTOME_CELL_CYCLE_MITOTIC	-0.7124199986777225	0.9127018572825024	0.8373411534701857	11
PBRM1-BAP1	TPDE	REACTOME_SYNTHESIS_OF_DNA	-0.7120233547639164	0.9127018572825024	0.8226687475614515	6
PBRM1-BAP1	TPDE	KEGG_CELL_CYCLE	-0.7022121414714044	0.9127018572825024	0.8318376902067889	6
PBRM1-BAP1	TPDE	REACTOME_G1_S_TRANSITION	-0.6742701774061179	0.9231139978426016	0.8638314475224347	6
PBRM1-BAP1	TPDE	REACTOME_DNA_REPLICATION	-0.6629256728238327	0.9307941732508832	0.8795577967416602	8
PBRM1-BAP1	TPDE	REACTOME_S_PHASE	-0.615237450692185	0.9534228797612097	0.9184348841736422	7
PBRM1-BAP1	TPDE	REACTOME_MITOTIC_G1_G1_S_PHASES	-0.604056926239076	0.9550376293336176	0.9287521899941601	7
PBRM1-BAP1	TPDE	REACTOME_AXON_GUIDANCE	0.538853164361761	0.971375233354076	0.9713055954088952	6
PBRM1-BAP1	TPDE	HALLMARK_G2M_CHECKPOINT	0.5480801482015979	0.971375233354076	0.971375233354076	9
PBRM1-BAP1	TPDE	REACTOME_DNA_STRAND_ELONGATION	0.5567940831291378	0.971375233354076	0.9536655683690279	4
PBRM1-BAP1	TPDE	HALLMARK_MTORC1_SIGNALING	0.6429016697085983	0.9534228797612097	0.910597381342062	11
PBRM1-BAP1	TPDE	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.6888458218149067	0.916407699164077	0.8491484184914841	5
PBRM1-BAP1	TPDE	HALLMARK_UV_RESPONSE_DN	0.8095523970317743	0.8573221971715516	0.6921500307440049	6
PBRM1-BAP1	TPDE	HALLMARK_ESTROGEN_RESPONSE_LATE	0.8550112435991343	0.8156161897037809	0.6285482562854826	5
PBRM1-BAP1	TPDE	REACTOME_TOLL_RECEPTOR_CASCADES	0.8733661606296863	0.8156161897037809	0.6219110378912686	4
PBRM1-BAP1	TPDE	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.8752555528220376	0.8106068082156078	0.6023775363804058	6
PBRM1-BAP1	TPDE	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.9263222294349998	0.7960316753719532	0.5562191103789127	4
PBRM1-BAP1	TPDE	BIOCARTA_GLYCOLYSIS_PATHWAY	0.9263222294349998	0.7960316753719532	0.5562191103789127	4
PBRM1-BAP1	TPDE	REACTOME_GLYCOLYSIS	0.9263222294349998	0.7960316753719532	0.5562191103789127	4
PBRM1-BAP1	TPDE	REACTOME_GLUCONEOGENESIS	0.9263222294349998	0.7960316753719532	0.5562191103789127	4
PBRM1-BAP1	TPDE	REACTOME_DEVELOPMENTAL_BIOLOGY	0.9654594794009348	0.7814994183057817	0.4947106409458618	9
PBRM1-BAP1	TPDE	HALLMARK_KRAS_SIGNALING_UP	1.028599628727456	0.6775811663332821	0.4164948453608248	10
PBRM1-BAP1	TPDE	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1.0485750497063324	0.6715732856335439	0.4066407050625128	6
PBRM1-BAP1	TPDE	HALLMARK_MITOTIC_SPINDLE	1.0890301697794644	0.6581880746133815	0.3743822075782537	4
PBRM1-BAP1	TPDE	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.1085514798525038	0.6113598921671409	0.3076298701298701	18
PBRM1-BAP1	TPDE	REACTOME_COLLAGEN_FORMATION	1.1245738857756598	0.612556557214339	0.3154528574375903	8
PBRM1-BAP1	TPDE	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1.145756540007841	0.6069758907344471	0.289566479983406	9
PBRM1-BAP1	TPDE	HALLMARK_COAGULATION	1.148221407877145	0.6113598921671409	0.30474452554744524	5
PBRM1-BAP1	TPDE	REACTOME_GPCR_LIGAND_BINDING	1.1546636928084777	0.6113598921671409	0.3084843492586491	4
PBRM1-BAP1	TPDE	KEGG_BLADDER_CANCER	1.2024709045861732	0.5682034757889975	0.26585667215815484	4
PBRM1-BAP1	TPDE	REACTOME_METABOLISM_OF_PROTEINS	1.2203705931597542	0.5682034757889975	0.25	4
PBRM1-BAP1	TPDE	HALLMARK_APICAL_JUNCTION	1.2357353274602392	0.5358564182598516	0.2192766132346897	7
PBRM1-BAP1	TPDE	KEGG_ECM_RECEPTOR_INTERACTION	1.2415130414205977	0.5358564182598516	0.21270889209820507	8
PBRM1-BAP1	TPDE	KEGG_PATHWAYS_IN_CANCER	1.281221084488828	0.5048985447837672	0.18211989213856047	9
PBRM1-BAP1	TPDE	HALLMARK_MYOGENESIS	1.2931309261885289	0.5048985447837672	0.18528386964541915	6
PBRM1-BAP1	TPDE	HALLMARK_GLYCOLYSIS	1.3196594530502173	0.4865849203087181	0.1607069461570078	7
PBRM1-BAP1	TPDE	REACTOME_GLUCOSE_METABOLISM	1.3649407438191865	0.4295786607325857	0.13793810207009632	6
PBRM1-BAP1	TPDE	HALLMARK_ADIPOGENESIS	1.37774730320421	0.4205608033967845	0.13118410381184106	5
PBRM1-BAP1	TPDE	KEGG_FOCAL_ADHESION	1.4028957784148914	0.3406952464425655	0.10002062280882656	12
PBRM1-BAP1	TPDE	REACTOME_METABOLISM_OF_CARBOHYDRATES	1.4668322334622417	0.2836406956081913	0.08066845471425624	8
PBRM1-BAP1	TPDE	HALLMARK_HYPOXIA	1.5128044629245387	0.2566336701725442	0.056506496184780375	12
PBRM1-BAP1	MDS&TMDE	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	-1.7861762673652737	0.16033874382498234	0.0072744907856450046	17
PBRM1-BAP1	MDS&TMDE	REACTOME_GPCR_LIGAND_BINDING	-1.772021997489012	0.16033874382498234	0.007874015748031496	13
PBRM1-BAP1	MDS&TMDE	REACTOME_SIGNALING_BY_GPCR	-1.6716776490700151	0.16033874382498234	0.016701952481768995	14
