"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140053","BP","GO:0140053","mitochondrial gene expression","115/749","162/14417",5.94564412011453e-112,2.28788385742007e-108,2.17297646158291e-108,"MRPL19/MRPL34/HSD17B10/TUFM/FASTKD5/MTG1/TRNT1/RPUSD3/GFM1/MRPL51/COA3/MRPL16/MRPL17/UQCC2/TRUB2/TSFM/MRPL22/MRPS26/GATB/LRPPRC/MRPL49/DARS2/CHCHD10/ERAL1/MRPS6/SARS2/MRPL12/MRPS5/QRSL1/MRPL11/MRPS11/C1QBP/MRPS9/MRPL14/MRPS15/MRPS2/MRPL55/NDUFA7/MTG2/MRPL54/MTO1/MRPL30/MTRF1L/MRPL53/MRPS18C/MRPS27/TFB2M/MRPS31/CHCHD1/YARS2/RCC1L/MRPS35/MRPL9/MRPS16/DAP3/MRPS36/MRPL15/TFAM/TFB1M/MRPL58/MRPL40/MRPL13/MRPS10/MRPS14/WARS2/MRPL27/MRPL48/MRPL18/MRPS18A/MRPS7/MRPL47/PTCD3/TBRG4/MRPL20/MRPL46/RPUSD4/MRPL43/MRPL44/RMND1/MRPL1/TEFM/MRPS28/MRPL50/MRPL23/MRPL45/MRPL52/MRPS12/MRPS30/MRPL32/MRPL39/MRPL33/MRRF/MALSU1/MRPL37/MRPL57/MRPS21/TRMT10C/MTRF1/MRPS17/EARS2/MRPS33/PNPT1/MRPS22/TRMT61B/MRPL10/IARS2/MTIF2/MRPL28/MRPL3/MRPS24/MRPS23/MRPS18B/MRPL24/MTIF3/UQCC1",115
"GO:0032543","BP","GO:0032543","mitochondrial translation","103/749","134/14417",2.77612765685389e-106,5.34126961178689e-103,5.07300801294564e-103,"MRPL19/MRPL34/TUFM/MTG1/RPUSD3/GFM1/MRPL51/COA3/MRPL16/MRPL17/UQCC2/TRUB2/TSFM/MRPL22/MRPS26/GATB/LRPPRC/MRPL49/DARS2/ERAL1/MRPS6/SARS2/MRPL12/MRPS5/QRSL1/MRPL11/MRPS11/C1QBP/MRPS9/MRPL14/MRPS15/MRPS2/MRPL55/NDUFA7/MTG2/MRPL54/MRPL30/MTRF1L/MRPL53/MRPS18C/MRPS27/MRPS31/CHCHD1/YARS2/RCC1L/MRPS35/MRPL9/MRPS16/DAP3/MRPS36/MRPL15/MRPL58/MRPL40/MRPL13/MRPS10/MRPS14/WARS2/MRPL27/MRPL48/MRPL18/MRPS18A/MRPS7/MRPL47/PTCD3/MRPL20/MRPL46/RPUSD4/MRPL43/MRPL44/RMND1/MRPL1/MRPS28/MRPL50/MRPL23/MRPL45/MRPL52/MRPS12/MRPS30/MRPL32/MRPL39/MRPL33/MRRF/MALSU1/MRPL37/MRPL57/MRPS21/TRMT10C/MTRF1/MRPS17/EARS2/MRPS33/MRPS22/MRPL10/IARS2/MTIF2/MRPL28/MRPL3/MRPS24/MRPS23/MRPS18B/MRPL24/MTIF3/UQCC1",103
"GO:0070125","BP","GO:0070125","mitochondrial translational elongation","75/749","88/14417",7.94809910192514e-84,1.01947617814026e-80,9.68273687083652e-81,"MRPL19/MRPL34/TUFM/GFM1/MRPL51/MRPL16/MRPL17/TSFM/MRPL22/MRPS26/MRPL49/ERAL1/MRPS6/MRPL12/MRPS5/MRPL11/MRPS11/MRPS9/MRPL14/MRPS15/MRPS2/MRPL55/MRPL54/MRPL30/MRPL53/MRPS18C/MRPS27/MRPS31/CHCHD1/MRPS35/MRPL9/MRPS16/DAP3/MRPS36/MRPL15/MRPL58/MRPL40/MRPL13/MRPS10/MRPS14/MRPL27/MRPL48/MRPL18/MRPS18A/MRPS7/MRPL47/PTCD3/MRPL20/MRPL46/MRPL43/MRPL44/MRPL1/MRPS28/MRPL50/MRPL23/MRPL45/MRPL52/MRPS12/MRPS30/MRPL32/MRPL39/MRPL33/MRPL37/MRPL57/MRPS21/MRPS17/MRPS33/MRPS22/MRPL10/MRPL28/MRPL3/MRPS24/MRPS23/MRPS18B/MRPL24",75
"GO:0070126","BP","GO:0070126","mitochondrial translational termination","75/749","89/14417",4.81820894697717e-83,4.63511700699204e-80,4.40232143786967e-80,"MRPL19/MRPL34/MRPL51/MRPL16/MRPL17/MRPL22/MRPS26/MRPL49/ERAL1/MRPS6/MRPL12/MRPS5/MRPL11/MRPS11/MRPS9/MRPL14/MRPS15/MRPS2/MRPL55/MRPL54/MRPL30/MTRF1L/MRPL53/MRPS18C/MRPS27/MRPS31/CHCHD1/MRPS35/MRPL9/MRPS16/DAP3/MRPS36/MRPL15/MRPL58/MRPL40/MRPL13/MRPS10/MRPS14/MRPL27/MRPL48/MRPL18/MRPS18A/MRPS7/MRPL47/PTCD3/MRPL20/MRPL46/MRPL43/MRPL44/MRPL1/MRPS28/MRPL50/MRPL23/MRPL45/MRPL52/MRPS12/MRPS30/MRPL32/MRPL39/MRPL33/MRRF/MRPL37/MRPL57/MRPS21/MTRF1/MRPS17/MRPS33/MRPS22/MRPL10/MRPL28/MRPL3/MRPS24/MRPS23/MRPS18B/MRPL24",75
"GO:0006415","BP","GO:0006415","translational termination","75/749","105/14417",4.84750997873816e-73,3.73064367963689e-70,3.54327466235345e-70,"MRPL19/MRPL34/MRPL51/MRPL16/MRPL17/MRPL22/MRPS26/MRPL49/ERAL1/MRPS6/MRPL12/MRPS5/MRPL11/MRPS11/MRPS9/MRPL14/MRPS15/MRPS2/MRPL55/MRPL54/MRPL30/MTRF1L/MRPL53/MRPS18C/MRPS27/MRPS31/CHCHD1/MRPS35/MRPL9/MRPS16/DAP3/MRPS36/MRPL15/MRPL58/MRPL40/MRPL13/MRPS10/MRPS14/MRPL27/MRPL48/MRPL18/MRPS18A/MRPS7/MRPL47/PTCD3/MRPL20/MRPL46/MRPL43/MRPL44/MRPL1/MRPS28/MRPL50/MRPL23/MRPL45/MRPL52/MRPS12/MRPS30/MRPL32/MRPL39/MRPL33/MRRF/MRPL37/MRPL57/MRPS21/MTRF1/MRPS17/MRPS33/MRPS22/MRPL10/MRPL28/MRPL3/MRPS24/MRPS23/MRPS18B/MRPL24",75
"GO:0045333","BP","GO:0045333","cellular respiration","89/749","173/14417",3.67612192086999e-68,2.35761952525129e-65,2.23920970337905e-65,"NDUFS8/NDUFV1/NDUFS1/COX5A/OGDH/NNT/ISCU/NDUFA4/NDUFS2/SDHB/COX7B/SDHC/NDUFB1/SUCLA2/SURF1/IDH2/NDUFA10/NDUFS3/IDH3A/CYCS/NDUFB8/DLD/SDHD/COQ9/ETFA/COX5B/NDUFB9/ETFB/NDUFA9/NDUFB3/NDUFA6/NDUFV3/ETFRF1/COX8A/UQCRC2/ETFDH/NDUFS6/NDUFS7/NDUFA8/DLAT/NDUFC2/ATP5F1D/IDH1/AFG1L/CS/NDUFA3/DHTKD1/NDUFA11/COX4I1/NDUFAF1/NDUFA7/FAHD1/COX6A1/UQCR10/NDUFB2/SDHA/NDUFV2/MDH2/COX6B1/CYC1/ME3/NDUFB10/UQCRB/NDUFA5/NDUFB5/SIRT3/SLC25A13/NDUFB7/IDH3B/UQCRH/NDUFA12/COQ10B/NDUFB11/COA6/NDUFS5/UQCRQ/COX7C/COX6C/NDUFB6/NDUFA2/NDUFS4/NDUFA13/PNPT1/NDUFB4/UQCR11/NDUFC1/CISD1/NDUFAB1/COX7A2L",89
"GO:0006119","BP","GO:0006119","oxidative phosphorylation","81/749","139/14417",5.91084649064875e-68,3.24927675657377e-65,3.08608406248609e-65,"NDUFS8/NDUFV1/NDUFS1/ATP5F1B/COX5A/ISCU/NDUFA4/NDUFS2/COX7B/SDHC/NDUFB1/SURF1/NDUFA10/NDUFS3/CYCS/NDUFB8/ATP5MG/DLD/SDHD/COQ9/UQCC2/COX5B/NDUFB9/NDUFA9/NDUFB3/NDUFA6/NDUFV3/ATP5F1C/COX8A/UQCRC2/ATP5PF/NDUFS6/NDUFS7/ATP5PB/NDUFA8/NDUFC2/ATP5F1D/CHCHD10/AFG1L/NDUFA3/NDUFA11/COX4I1/NDUFAF1/NIPSNAP2/NDUFA7/PPIF/COX6A1/UQCR10/NDUFB2/SDHA/NDUFV2/COX6B1/CYC1/NDUFB10/ATP5PO/UQCRB/ATP5PD/NDUFA5/NDUFB5/COX7A2/NDUFB7/UQCRH/NDUFA12/NDUFB11/COA6/ATP5F1E/NDUFS5/TEFM/UQCRQ/COX7C/COX6C/NDUFB6/NDUFA2/NDUFS4/NDUFA13/NDUFB4/COX7A1/UQCR11/NDUFC1/NDUFAB1/COX7A2L",81
"GO:0022904","BP","GO:0022904","respiratory electron transport chain","70/749","109/14417",4.79601433411275e-63,2.30688289470823e-60,2.19102128526835e-60,"NDUFS8/NDUFV1/NDUFS1/COX5A/ISCU/NDUFA4/NDUFS2/SDHB/COX7B/SDHC/NDUFB1/NDUFA10/NDUFS3/CYCS/NDUFB8/DLD/SDHD/COQ9/ETFA/COX5B/NDUFB9/ETFB/NDUFA9/NDUFB3/NDUFA6/NDUFV3/ETFRF1/COX8A/UQCRC2/ETFDH/NDUFS6/NDUFS7/NDUFA8/NDUFC2/AFG1L/NDUFA3/NDUFA11/COX4I1/NDUFAF1/NDUFA7/COX6A1/UQCR10/NDUFB2/SDHA/NDUFV2/COX6B1/CYC1/NDUFB10/UQCRB/NDUFA5/NDUFB5/SLC25A13/NDUFB7/UQCRH/NDUFA12/NDUFB11/COA6/NDUFS5/UQCRQ/COX7C/COX6C/NDUFB6/NDUFA2/NDUFS4/NDUFA13/NDUFB4/UQCR11/NDUFC1/NDUFAB1/COX7A2L",70
"GO:0022900","BP","GO:0022900","electron transport chain","83/749","166/14417",3.25021048633896e-62,1.38964555015914e-59,1.31985155655776e-59,"NDUFS8/NDUFV1/NDUFS1/COX5A/FDX1/ISCU/NDUFA4/NDUFS2/SDHB/COX7B/SDHC/NDUFB1/SURF1/NDUFA10/NDUFS3/CYCS/NDUFB8/COX11/DLD/SDHD/COQ9/AKR1A1/ETFA/COX5B/NDUFB9/ETFB/NDUFA9/NDUFB3/NDUFA6/NDUFV3/ETFRF1/COX8A/UQCRC2/ETFDH/NDUFS6/NDUFS7/NDUFA8/NDUFC2/ADH5/AFG1L/NDUFA3/NDUFA11/COX4I1/NDUFAF1/NDUFA7/FDX2/COX6A1/UQCR10/NDUFB2/SDHA/NDUFV2/COX6B1/CYC1/NDUFB10/UQCRB/NDUFA5/NDUFB5/COX7A2/SLC25A13/NDUFB7/NDUFAF2/IDH3B/UQCRH/NDUFA12/NDUFB11/COA6/NDUFS5/GLRX2/UQCRQ/COX7C/CYB5A/COX6C/NDUFB6/NDUFA2/NDUFS4/NDUFA13/MAOB/NDUFB4/COX7A1/UQCR11/NDUFC1/NDUFAB1/COX7A2L",83
"GO:0006414","BP","GO:0006414","translational elongation","75/749","131/14417",4.10850493568766e-62,1.58095269925261e-59,1.5015504354429e-59,"MRPL19/MRPL34/TUFM/GFM1/MRPL51/MRPL16/MRPL17/TSFM/MRPL22/MRPS26/MRPL49/ERAL1/MRPS6/MRPL12/MRPS5/MRPL11/MRPS11/MRPS9/MRPL14/MRPS15/MRPS2/MRPL55/MRPL54/MRPL30/MRPL53/MRPS18C/MRPS27/MRPS31/CHCHD1/MRPS35/MRPL9/MRPS16/DAP3/MRPS36/MRPL15/MRPL58/MRPL40/MRPL13/MRPS10/MRPS14/MRPL27/MRPL48/MRPL18/MRPS18A/MRPS7/MRPL47/PTCD3/MRPL20/MRPL46/MRPL43/MRPL44/MRPL1/MRPS28/MRPL50/MRPL23/MRPL45/MRPL52/MRPS12/MRPS30/MRPL32/MRPL39/MRPL33/MRPL37/MRPL57/MRPS21/MRPS17/MRPS33/MRPS22/MRPL10/MRPL28/MRPL3/MRPS24/MRPS23/MRPS18B/MRPL24",75
