"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001656","BP","GO:0001656","metanephros development","11/300","71/14417",2.22617705275465e-07,0.000473376328665134,0.000416888495126079,"GATA3/IRX1/TCF21/RDH10/GDNF/BMP7/PAX8/LHX1/FGF10/FOXJ1/WT1",11
"GO:0007389","BP","GO:0007389","pattern specification process","23/300","324/14417",3.09491037557935e-07,0.000473376328665134,0.000416888495126079,"SIM2/IRX1/EMX1/HOXB6/HOXD8/GDNF/SOSTDC1/BMP7/LMX1B/TBX3/PAX8/HOXB3/LHX1/FGF10/HOXD10/TDRD5/GATA5/HHIP/FOXJ1/WT1/HOXA7/DRC1/VANGL2",23
"GO:0060993","BP","GO:0060993","kidney morphogenesis","11/300","76/14417",4.54005430305436e-07,0.000473376328665134,0.000416888495126079,"GATA3/KLHL3/IRX1/TCF21/GDNF/BMP7/PAX8/LHX1/FGF10/FOXJ1/WT1",11
"GO:0048562","BP","GO:0048562","embryonic organ morphogenesis","18/300","222/14417",9.27758822540666e-07,0.000641990492595987,0.000565381989205713,"GATA3/GRHL2/HOXB6/POU3F4/TCF21/HMX2/RDH10/BMP7/TBX3/PAX8/HOXB3/GATA2/LHX1/FGF10/ALX1/HOXD10/HOXA7/VANGL2",18
"GO:0003002","BP","GO:0003002","regionalization","19/300","247/14417",1.02619963650254e-06,0.000641990492595987,0.000565381989205713,"IRX1/EMX1/HOXB6/HOXD8/GDNF/SOSTDC1/LMX1B/TBX3/PAX8/HOXB3/LHX1/FGF10/HOXD10/TDRD5/GATA5/HHIP/FOXJ1/WT1/HOXA7",19
"GO:0042391","BP","GO:0042391","regulation of membrane potential","22/300","341/14417",2.76729499686592e-06,0.00144268312503277,0.00127052824680669,"GRM1/CLDN19/NEDD4L/CHRM1/JUP/GABRA2/GABRA4/KCNN2/GRIK2/SCN2B/ADRB1/ATP1B2/UCN3/TMEM25/TAC1/NTSR1/DRD2/CFTR/KCNA1/HCN4/RIMS4/GABRB1",22
"GO:0072028","BP","GO:0072028","nephron morphogenesis","9/300","59/14417",3.27219620727319e-06,0.00146220424805008,0.00128771992096751,"GATA3/KLHL3/IRX1/TCF21/GDNF/BMP7/PAX8/LHX1/WT1",9
"GO:0015872","BP","GO:0015872","dopamine transport","7/300","35/14417",6.42387963320907e-06,0.00235762284362328,0.00207628852529349,"SLC6A2/SYT1/GDNF/SYT6/SYT10/DRD2/SYT3",7
"GO:0060078","BP","GO:0060078","regulation of postsynaptic membrane potential","11/300","100/14417",7.21175967297564e-06,0.00235762284362328,0.00207628852529349,"GRM1/CHRM1/GABRA2/GABRA4/GRIK2/ADRB1/TMEM25/NTSR1/DRD2/KCNA1/GABRB1",11
"GO:0009880","BP","GO:0009880","embryonic pattern specification","8/300","51/14417",9.36981484684455e-06,0.00235762284362328,0.00207628852529349,"SIM2/HOXD8/BMP7/TBX3/LHX1/FGF10/TDRD5/WT1",8
"GO:0051937","BP","GO:0051937","catecholamine transport","8/300","51/14417",9.36981484684455e-06,0.00235762284362328,0.00207628852529349,"SLC6A2/SYT1/GDNF/SYT6/SYT10/ADRA2C/DRD2/SYT3",8
"GO:0014046","BP","GO:0014046","dopamine secretion","6/300","25/14417",9.79830465700212e-06,0.00235762284362328,0.00207628852529349,"SYT1/GDNF/SYT6/SYT10/DRD2/SYT3",6
"GO:0014059","BP","GO:0014059","regulation of dopamine secretion","6/300","25/14417",9.79830465700212e-06,0.00235762284362328,0.00207628852529349,"SYT1/GDNF/SYT6/SYT10/DRD2/SYT3",6
"GO:0051952","BP","GO:0051952","regulation of amine transport","9/300","68/14417",1.08935546928354e-05,0.00243393136279922,0.00214349117527445,"SYT1/GDNF/SLC43A1/SYT6/SYT10/ADRA2C/NTSR1/DRD2/SYT3",9
"GO:0050433","BP","GO:0050433","regulation of catecholamine secretion","7/300","39/14417",1.36822297783776e-05,0.00285320098311767,0.00251272949684309,"SYT1/GDNF/SYT6/SYT10/ADRA2C/DRD2/SYT3",7
"GO:0050432","BP","GO:0050432","catecholamine secretion","7/300","40/14417",1.62917402907054e-05,0.00306723135943466,0.00270121970239618,"SYT1/GDNF/SYT6/SYT10/ADRA2C/DRD2/SYT3",7
"GO:0072078","BP","GO:0072078","nephron tubule morphogenesis","8/300","55/14417",1.66697356491014e-05,0.00306723135943466,0.00270121970239618,"GATA3/KLHL3/IRX1/TCF21/GDNF/PAX8/LHX1/WT1",8
"GO:0015837","BP","GO:0015837","amine transport","9/300","73/14417",1.95952742904427e-05,0.00340522322113916,0.00299887911216893,"SYT1/GDNF/SLC43A1/SYT6/SYT10/ADRA2C/NTSR1/DRD2/SYT3",9
"GO:0048705","BP","GO:0048705","skeletal system morphogenesis","14/300","178/14417",2.15317593303983e-05,0.00341304644632251,0.00300576879459752,"GRHL2/HOXB6/HOXD8/RDH10/BMP7/HOXB3/FGFR3/LHX1/ALX1/HOXD10/HHIP/TSKU/HOXA7/LTF",14
