term,stat,padj,pval,overlap %,gene signature %,overlap between signature and term,term gene count,genes,gene_average,gene_stdev,avg_rna,avg_protein,avg_cpg,Regulation_Grouping_2
KEGG_TYROSINE_METABOLISM,KEGG_TYROSINE_METABOLISM,0.9315531155762891,0.7079803678379797,0.09523809523809523,0.005952380952380952,4,42,"TYRP1,GOT1,DBH,PNMT",-0.129684966057539,0.1952425138672103,0.19954726275941664,-0.03521775617974341,-0.004239531392382954,TPDS_TMDE
KEGG_HEDGEHOG_SIGNALING_PATHWAY,KEGG_HEDGEHOG_SIGNALING_PATHWAY,0.8500478856423521,0.045842022071982784,0.07142857142857142,0.005952380952380952,4,56,"BMP5,BMP6,IHH,PTCH1",-0.3782567158341408,0.2468287956838308,-0.4177107025995943,0.0,-0.004031808559635405,TPDS_TMDE
KEGG_AXON_GUIDANCE,KEGG_AXON_GUIDANCE,0.8956085838311539,0.5842995852140063,0.06976744186046512,0.013392857142857142,9,129,"CXCL12,PAK6,SEMA6D,SEMA6C,EPHA1,UNC5D,RAC3,ROBO2,PPP3R2",-0.03491473197937012,0.4006143123663635,-0.3244028812561643,0.0595686736249779,-0.019730741168332795,TPDS_TMDE
KEGG_VEGF_SIGNALING_PATHWAY,KEGG_VEGF_SIGNALING_PATHWAY,0.8500478856423521,0.23984492477133368,0.05263157894736842,0.005952380952380952,4,76,"PLA2G3,RAC3,PPP3R2,PLCG2",0.23179873824119568,0.26124764796612543,0.28266591802806496,0.0584512808641975,-0.017215667336568662,TPDS_TMDE
KEGG_ADHERENS_JUNCTION,KEGG_ADHERENS_JUNCTION,0.8956085838311539,0.6090138370051847,0.05333333333333334,0.005952380952380952,4,75,"SNAI2,CTNNA2,IGF1R,RAC3",-0.1327468454837799,0.16110625829597508,0.060896400456814215,-0.0024901513845973083,0.049578701819135394,TPDS_TMDE
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.8956085838311539,0.3520183694540431,0.07246376811594203,0.00744047619047619,5,69,"BDKRB1,C5,C7,SERPINC1,BDKRB2",0.18825042247772214,0.183045499239021,0.32539173168663205,-0.06847486661677668,0.04265929355850269,TPDS_TMDE
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.9200346042281409,0.6624249150442614,0.05333333333333334,0.005952380952380952,4,75,"BLNK,RAC3,PPP3R2,PLCG2",0.10316675901412962,0.17379262519774621,0.14132242945251353,0.039390738211392655,-0.003389330683665998,TPDS_TMDE
KEGG_LONG_TERM_DEPRESSION,KEGG_LONG_TERM_DEPRESSION,0.8500478856423521,0.1607064169485729,0.05714285714285714,0.005952380952380952,4,70,"PLA2G3,GRIA3,IGF1R,GRID2",0.3437226712703705,0.2896527306909559,0.03243425566042728,-0.040570758717356034,0.016894796908159024,TPDS_TMDE
KEGG_GLIOMA,KEGG_GLIOMA,0.8956085838311539,0.513395398336748,0.06153846153846154,0.005952380952380952,4,65,"CAMK2B,PDGFRA,IGF1R,PLCG2",-0.05808603763580323,0.17056300438973918,-0.17712588394573436,-0.030402447659679907,0.04689537115728845,TPDS_TMDE
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,0.9631537201515462,0.9631537201515462,0.05913978494623656,0.01636904761904762,11,186,"RASGRF1,CAMK2B,GNB5,CHRNA4,RAB3A,CHRNB4,GRIA3,GABRB2,CACNA2D3,KCNJ6,SYN3",-0.058593690395355225,0.3074804268036343,0.31204030387765186,0.023799438993965586,-0.03468258967612114,TPDS_TMDE
REACTOME_NEURONAL_SYSTEM,REACTOME_NEURONAL_SYSTEM,0.8956085838311539,0.5094002442409103,0.053763440860215055,0.022321428571428572,15,279,"RASGRF1,CAMK2B,GNB5,HCN2,CHRNA4,RAB3A,CHRNB4,GRIA3,KCNH3,GABRB2,KCNK13,CACNA2D3,KCNJ6,SYN3,KCNJ11",0.09131436049938202,0.3099350224611132,0.3069646157669101,0.017452921928908096,-0.03140369003306476,TPDS_TMDE
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL,REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL,0.9559389205363358,0.8074848297886372,0.058394160583941604,0.011904761904761904,8,137,"RASGRF1,CAMK2B,GNB5,CHRNA4,CHRNB4,GRIA3,GABRB2,KCNJ6",-0.03798774629831314,0.32727156893735,0.2559988814567976,0.013707674089953867,-0.02591787081955245,TPDS_TMDE
REACTOME_AMINE_DERIVED_HORMONES,REACTOME_AMINE_DERIVED_HORMONES,0.8956085838311539,0.5593465454373976,0.26666666666666666,0.005952380952380952,4,15,"DBH,CGA,PNMT,DIO2",-0.12326211109757423,0.10028091114757047,0.1578456550756476,-0.019820187356960468,-0.006948732525823001,TPDS_TMDE
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES,0.9559389205363358,0.8614465928718688,0.05811138014527845,0.03571428571428571,24,413,"SLC4A1,SLC4A8,ATP2B3,GNB5,ATP12A,SLCO1A2,SLC26A4,AVP,SLC9A2,SLC28A2,RHCG,SLC14A1,ABCG8,GABRB2,SLC2A12,SLC22A3,ATP6V1G3,ABCA6,AQP5,ALB,SLC6A20,SLC6A18,SLC30A8,MYO5B",0.05273544788360596,0.2757522191780656,0.18630716722520171,0.006135577859690405,0.0019404976459307145,TPDS_TMDE
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,0.9559389205363358,0.9177013637148823,0.08163265306122448,0.005952380952380952,4,49,"VDR,ESRRB,NR1I3,NR3C2",-0.1602138876914978,0.26118344985518155,0.1705136587356516,-0.03895941462316223,0.016180397327007306,TPDS_TMDE
REACTOME_NCAM1_INTERACTIONS,REACTOME_NCAM1_INTERACTIONS,0.8500478856423521,0.24191727069063174,0.10256410256410256,0.005952380952380952,4,39,"COL9A2,COL9A1,NRTN,CACNA1H",-0.16328446567058563,0.19736088148924671,0.08755431566643712,0.12354919927062362,-0.025267958367551087,TPDS_TMDE
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.8500478856423521,0.20060440090087472,0.078125,0.00744047619047619,5,64,"COL9A2,SPTB,COL9A1,NRTN,CACNA1H",-0.17097043991088867,0.17653198013336202,-0.004020116786352645,0.10271088506807627,-0.024613751503653684,TPDS_TMDE
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,0.8956085838311539,0.5544053640630059,0.06224066390041494,0.022321428571428572,15,241,"SLC4A1,SLC4A8,SLCO1A2,SLC26A4,AVP,SLC9A2,SLC28A2,RHCG,SLC14A1,SLC2A12,SLC22A3,ALB,SLC6A20,SLC6A18,SLC30A8",-0.1816949844360352,0.26897334456579536,0.12356885102341458,-0.00943998337650833,0.01683844298791967,TPDS_TMDE
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,0.9559389205363358,0.9119503951769341,0.07865168539325842,0.010416666666666666,7,89,"RHCG,SLC14A1,SLC2A12,SLC22A3,SLC6A20,SLC6A18,SLC30A8",-0.014276742935180662,0.29384034395121866,-0.19859332780612876,-0.013218099941211477,0.0644814419906604,TPDS_TMDE
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,0.8500478856423521,0.2720153234055527,0.06382978723404255,0.008928571428571428,6,94,"SLC4A1,SLC4A8,SLC26A4,SLC9A2,SLC6A20,SLC6A18",-0.2036871314048767,0.2117872864171914,-0.2531360889271282,-0.0380498984910839,0.025895935237450762,TPDS_TMDE
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS,REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS,0.8500478856423521,0.20374487383420947,0.14814814814814814,0.005952380952380952,4,27,"RHCG,SLC14A1,SLC6A20,SLC6A18",-0.19561928510665896,0.1347503963368531,-0.6200545634300809,-0.006488135802469444,0.07721772463354125,TPDS_TMDE
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,0.9506267798072591,0.7605014238458073,0.12903225806451613,0.005952380952380952,4,31,"SLCO1A2,AVP,SLC28A2,ALB",-0.0031933635473251343,0.259183571603852,0.5608028135043029,-0.0032829633820699307,-0.027033876960945703,TPDS_TMDE
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,0.8956085838311539,0.5369745407559998,0.0784313725490196,0.005952380952380952,4,51,"GNB5,AVP,AQP5,MYO5B",0.162431001663208,0.2066660656866645,0.10542083374753114,0.024256456532380344,-0.013249296661516101,TPDS_TMDE
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,0.8956085838311539,0.5386793645517769,0.08695652173913043,0.005952380952380952,4,46,"APOC3,LDLR,ABCG8,ALB",-0.04121816158294678,0.2302055226918947,0.5998466605961313,0.15953698049714504,0.004138979538144245,TPDS_TMDE
REACTOME_POTASSIUM_CHANNELS,REACTOME_POTASSIUM_CHANNELS,0.8500478856423521,0.21995427744009144,0.05102040816326531,0.00744047619047619,5,98,"HCN2,KCNH3,KCNK13,KCNJ6,KCNJ11",0.2658766210079193,0.23013287982752723,0.34138981089117604,0.0,-0.009111885423211086,TPDS_TMDE
KEGG_RIBOSOME,KEGG_RIBOSOME,0.04279441946503257,0.01595907549233778,0.13636363636363635,0.019261637239165328,12,88,"RPL18,RPS5,RPLP0,RPS19,RPL18A,RPL36,RPS2,RPS11,RPS27,RPL37A,RPL41,RPL17",0.21140903234481812,0.090497354616272,0.06842091568968499,-0.028537909693645527,-0.001097842400932602,TPDE_TMDS
KEGG_ECM_RECEPTOR_INTERACTION,KEGG_ECM_RECEPTOR_INTERACTION,0.8675002178382575,0.8675002178382575,0.08333333333333333,0.011235955056179775,7,84,"IBSP,COL11A1,SV2C,ITGB7,COL6A2,HSPG2,SDC3",-0.001685500144958496,0.23565605088343708,0.14904987354823893,0.018529403970203095,0.054054348433589326,TPDE_TMDS
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,0.5257237776293189,0.4205790221034551,0.06779661016949153,0.006420545746388443,4,59,"TUBA3D,TUBA3E,ARPC5,TUBB3",0.1662326455116272,0.07495240111569693,0.3325267257457446,0.06547452428126108,0.002188108116192259,TPDE_TMDS
REACTOME_TRANSLATION,REACTOME_TRANSLATION,0.04279441946503257,0.017117767786013028,0.05855855855855856,0.02086677367576244,13,222,"RPL18,RPS5,RPLP0,RPS19,RPL18A,RPL36,RPS2,RPS11,RPS14,RPS27,RPL37A,RPL41,RPL17",0.2104347348213196,0.09002523560492902,0.07504404837282776,-0.02152185786641464,-0.0006120724995820449,TPDE_TMDS
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX,REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX,0.07828893417314657,0.039144467086573285,0.08108108108108109,0.009630818619582664,6,74,"RPS5,RPS19,RPS2,RPS11,RPS14,RPS27",0.22846433520317078,0.07866650500241806,0.03219168477961546,0.011263450617282414,-0.0102011260918719,TPDE_TMDS
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.18621183955145262,0.13965887966358947,0.12903225806451613,0.006420545746388443,4,31,"MCM10,ORC6,CDC7,CDT1",0.22429683804512024,0.0654347723804971,0.5033052279279059,0.0,0.008668777080278616,TPDE_TMDS
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,0.04279441946503257,0.017117767786013028,0.07262569832402235,0.02086677367576244,13,179,"RPL18,RPS5,RPLP0,RPS19,RPL18A,RPL36,RPS2,RPS11,RPS14,RPS27,RPL37A,RPL41,RPL17",0.2104347348213196,0.09002523560492902,0.07504404837282776,-0.02152185786641464,-0.0006120724995820449,TPDE_TMDS
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,0.7698974228726195,0.6929076805853576,0.14285714285714285,0.011235955056179775,7,49,"CHPF,HSPG2,CHST9,SDC3,CHST14,CHST11,GXYLT2",0.06483495235443115,0.09811856604847713,0.01723635077606933,-0.0015410892764883177,0.00825836355698124,TPDE_TMDS
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.7698974228726195,0.6929076805853576,0.06306306306306306,0.011235955056179775,7,111,"CHPF,HSPG2,CHST9,SDC3,CHST14,CHST11,GXYLT2",0.06483495235443115,0.09811856604847713,0.01723635077606933,-0.0015410892764883177,0.00825836355698124,TPDE_TMDS
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,0.07828893417314657,0.039144467086573285,0.07142857142857142,0.009630818619582664,6,84,"RPS5,RPS19,RPS2,RPS11,RPS14,RPS27",0.22846433520317078,0.07866650500241806,0.03219168477961546,0.011263450617282414,-0.0102011260918719,TPDE_TMDS
REACTOME_PEPTIDE_CHAIN_ELONGATION,REACTOME_PEPTIDE_CHAIN_ELONGATION,0.04279441946503257,0.017117767786013028,0.08496732026143791,0.02086677367576244,13,153,"RPL18,RPS5,RPLP0,RPS19,RPL18A,RPL36,RPS2,RPS11,RPS14,RPS27,RPL37A,RPL41,RPL17",0.2104347348213196,0.09002523560492902,0.07504404837282776,-0.02152185786641464,-0.0006120724995820449,TPDE_TMDS
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION,REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION,0.04279441946503257,0.017117767786013028,0.07386363636363637,0.02086677367576244,13,176,"RPL18,RPS5,RPLP0,RPS19,RPL18A,RPL36,RPS2,RPS11,RPS14,RPS27,RPL37A,RPL41,RPL17",0.2104347348213196,0.09002523560492902,0.07504404837282776,-0.02152185786641464,-0.0006120724995820449,TPDE_TMDS
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,0.18621183955145262,0.13401978009395127,0.05434782608695652,0.016051364365971106,10,184,"EDN1,PROKR2,GNB4,F2RL3,GNG11,EDNRA,CYSLTR2,P2RY1,CYSLTR1,NMB",-0.11368200182914734,0.30466449694558817,-0.40148026205764537,-0.04042237419821025,0.0242554209535571,TPDE_TMDS
REACTOME_MITOTIC_G1_G1_S_PHASES,REACTOME_MITOTIC_G1_G1_S_PHASES,0.1293569926635424,0.08408204523130255,0.051094890510948905,0.011235955056179775,7,137,"MCM10,RBL1,ORC6,CDC7,MYBL2,PKMYT1,CDT1",0.18845680356025696,0.14081233492452652,0.5765696847018811,-0.021575038800705843,-0.014979068087480302,TPDE_TMDS
