term,stat,padj,pval,overlap %,gene signature %,overlap between signature and term,term gene count,genes,gene_average,gene_stdev,avg_rna,avg_protein,avg_cpg,Regulation_Grouping_2
KEGG_HEDGEHOG_SIGNALING_PATHWAY,KEGG_HEDGEHOG_SIGNALING_PATHWAY,0.5669509044906849,0.28347545224534243,0.08928571428571429,0.01160092807424594,5.0,56.0,"WNT8B,BMP5,BMP6,IHH,PTCH1",0.269799143075943,0.30335521556614853,0.1358284148671436,0.0,0.013405700042248742,TPDS_TMDE
REACTOME_PHASE_II_CONJUGATION,REACTOME_PHASE_II_CONJUGATION,0.7746272450487266,0.7746272450487266,0.05714285714285714,0.009280742459396751,4.0,70.0,"NAT2,OPLAH,SULT1A2,UGT1A1",-0.05919110774993896,0.23071405468198325,-0.3297266875464859,-0.07125833937667247,-0.004019847156531288,TPDS_TMDE
KEGG_RIBOSOME,KEGG_RIBOSOME,0.357981226898635,0.10847915966625303,0.13636363636363635,0.021052631578947368,12.0,88.0,"RPL18,RPS5,RPLP0,RPS19,RPL18A,RPL36,RPS2,RPS11,RPS27,RPL37A,RPL36A,RPL17",-0.14515474438667297,0.09855962655194331,0.37246787618116906,-0.01027241546519284,-0.0021296779064632772,TPDE_TMDS
KEGG_HOMOLOGOUS_RECOMBINATION,KEGG_HOMOLOGOUS_RECOMBINATION,0.8965241988419851,0.5483687240732272,0.14285714285714285,0.007017543859649123,4.0,28.0,"RAD51,EME1,RAD54B,RPA4",-0.08072270452976225,0.3194266626261753,-0.38639242099550847,0.005358361248471881,0.009513838419988294,TPDE_TMDS
KEGG_CELL_CYCLE,KEGG_CELL_CYCLE,0.8965241988419851,0.5236068256373574,0.0625,0.014035087719298246,8.0,128.0,"E2F2,SMC1B,ORC1,ORC6,CDC45,PKMYT1,CDC25C,BUB1",0.013392388820648193,0.18022753326628835,-0.32854154070259617,0.00962634313590964,0.00247492737302784,TPDE_TMDS
KEGG_ECM_RECEPTOR_INTERACTION,KEGG_ECM_RECEPTOR_INTERACTION,0.8965241988419851,0.8654351081398476,0.07142857142857142,0.010526315789473684,6.0,84.0,"ITGA3,IBSP,SV2C,ITGB7,COL6A2,HSPG2",-0.005040735006332401,0.13767532366872964,-0.19319515021391487,0.020680761008488837,-0.013978550081530204,TPDE_TMDS
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,0.39726274144474566,0.14445917870718025,0.06779661016949153,0.007017543859649123,4.0,59.0,"TUBA3D,TUBA3E,ARPC5,TUBB3",-0.18545302748680112,0.08439883030236912,-0.37874001492421905,-0.0704180712288352,-0.02125457912432446,TPDE_TMDS
REACTOME_TRANSLATION,REACTOME_TRANSLATION,0.2934687476608848,0.08003693118024131,0.05855855855855856,0.02280701754385965,13.0,222.0,"RPL18,RPS5,RPLP0,RPS19,RPL18A,RPL36,RPS2,RPS11,RPS14,RPS27,RPL37A,RPL36A,RPL17",-0.1489861011505127,0.09575185035655345,0.36088275701572226,-0.014845974936743741,-0.000752254658291313,TPDE_TMDS
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX,REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX,0.2934687476608848,0.0747788546213161,0.08108108108108109,0.010526315789473684,6.0,74.0,"RPS5,RPS19,RPS2,RPS11,RPS14,RPS27",-0.1676834225654602,0.022282812084988272,0.3393944525310688,-0.017100800310799746,-0.0011555430410022654,TPDE_TMDS
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.8965241988419851,0.8325903244441375,0.16129032258064516,0.008771929824561403,5.0,31.0,"ORC1,ORC6,CDC45,CDT1,RPA4",-0.021684885025024414,0.2277396230862256,-0.22499550430060014,0.016633814470919196,-0.011106429005093699,TPDE_TMDS
