Comparison	Regulation_Grouping_2	Pathway	 fGSEA NES	 fGSEA padj	 fGSEA pval 	 fGSEA size
PBRM1-BAP1	MDS&TMDE	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	-1.7967944827450746	0.42598440935438736	0.005765073264472736	17
PBRM1-BAP1	MDS&TMDE	REACTOME_GPCR_LIGAND_BINDING	-1.773494531798896	0.42598440935438736	0.006595995288574794	13
PBRM1-BAP1	MDS&TMDE	REACTOME_SIGNALING_BY_GPCR	-1.6734958379668172	0.5079365079365079	0.015296367112810709	14
PBRM1-BAP1	MDS&TMDE	REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	-1.6722501314688467	0.5079365079365079	0.015158582089552241	11
PBRM1-BAP1	MDS&TMDE	REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	-1.5987126371634948	0.5079365079365079	0.014586014586014584	4
PBRM1-BAP1	MDS&TMDE	KEGG_GAP_JUNCTION	-1.5958553916073848	0.5079365079365079	0.015873015873015872	4
PBRM1-BAP1	MDS&TMDE	REACTOME_GPCR_DOWNSTREAM_SIGNALING	-1.5294882485229455	0.9561752988047808	0.04593639575971732	13
PBRM1-BAP1	MDS&TMDE	REACTOME_POTASSIUM_CHANNELS	-1.5020877869706657	0.9561752988047808	0.05371009490940466	5
PBRM1-BAP1	MDS&TMDE	KEGG_CALCIUM_SIGNALING_PATHWAY	-1.498496599998377	0.9561752988047808	0.0616049102068652	8
PBRM1-BAP1	MDS&TMDE	REACTOME_NEURONAL_SYSTEM	-1.4725060409967452	0.9561752988047808	0.06268011527377522	15
PBRM1-BAP1	MDS&TMDE	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	-1.4317699095800225	0.9561752988047808	0.062210037958667225	3
PBRM1-BAP1	MDS&TMDE	KEGG_ENDOCYTOSIS	-1.4273545954959568	0.9561752988047808	0.07700557700557699	4
PBRM1-BAP1	MDS&TMDE	REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	-1.4184327905479666	0.9561752988047808	0.07064529734289329	3
PBRM1-BAP1	MDS&TMDE	REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	-1.406715828292836	0.9561752988047808	0.07908055672711936	3
